Date,ABEV3,B3SA3,BBAS3,BBDC4,BBSE3,BPAC11,ELET3,EMBR3,ENEV3,EQTL3,GGBR4,ITSA4,ITUB4,JBSS3,PETR3,PRIO3,RAIL3,RENT3,SUZB3,VALE3,BNB,BTC,ETH,USDT,XRP,IMA-B5,IMA-B5MAIS,IMA-S,IRFM-1,IRFM-1MAIS
2017-11-13,15.84,6.6,9.99,15.49,16.39,4.4,19.75,15.39,3.34,12.06,5.69,4.73,13.75,7.53,17.25,1.2,12.05,19.44,19.63,22.93,5.509224,21389.23425,1027.142346,3.312093,0.65618793,5133.451681,6292.169825,4104.417635,9727.041691,11634.58933
2017-11-14,15.82,6.49,9.75,15.16,16.12,4.29,19.0,15.18,3.28,12.18,5.42,4.66,13.49,7.33,15.84,1.18,11.75,19.29,19.2,22.25,5.267193,21854.213170000003,1107.369356,3.345827,0.6791035,5131.671917,6271.925034,4105.580774,9729.627179,11610.761051
2017-11-16,15.99,6.84,10.22,15.55,16.29,4.31,19.53,15.19,3.3,12.43,5.58,4.73,13.83,7.39,16.14,1.2,12.05,19.93,19.49,22.56,5.107284,25712.22843,1082.8751639999998,3.2247915,0.74284791,5139.75874,6318.362315,4106.744355,9732.476415,11649.350437
2017-11-17,16.09,6.89,10.39,15.83,16.09,4.44,19.69,15.18,3.32,12.52,5.74,4.79,14.02,7.27,16.3,1.21,12.25,20.47,19.87,22.78,4.885949999999999,25081.21,1078.1662999999999,3.2573,0.7293094699999999,5150.480546,6348.493748,4107.908795,9736.293447,11681.714996
2017-11-21,16.3,7.06,10.57,16.19,16.24,4.38,19.95,15.5,3.42,12.58,5.73,4.86,14.3,7.39,16.15,1.21,12.98,20.55,20.07,23.56,5.181333,26395.47,1173.132,3.19580709,0.7553666600000001,5159.776455,6388.217814,4110.237662,9741.992462,11709.6533
2017-11-22,16.31,7.15,10.51,16.0,16.17,4.31,20.19,15.44,3.42,12.58,5.84,4.85,14.16,7.45,16.28,1.22,13.35,20.41,19.29,24.04,5.223204000000001,26549.6749,1226.7436160000002,3.2193637,0.7689717,5158.984618,6377.323013,4111.405546,9745.212353,11710.664065
2017-11-23,16.22,7.14,10.52,15.89,16.01,4.3,20.48,15.44,3.4,12.69,5.93,4.84,14.12,7.44,16.42,1.24,13.1,20.39,19.02,24.36,5.058226,25817.572119999997,1305.441142,3.205691,0.7732319999999999,5161.757217,6385.378633,4112.574125,9749.523798,11731.395905
2017-11-24,16.15,7.09,10.46,15.75,15.91,4.29,20.21,15.17,3.5,12.71,5.88,4.8,13.99,7.42,16.33,1.28,12.89,20.42,18.86,24.77,5.592917,26512.366319999997,1521.1117789999998,3.2038039,0.7791288999999999,5159.657096,6362.813597,4113.740216,9752.245904,11716.563389
2017-11-27,16.24,7.08,10.32,15.72,15.81,4.28,20.09,15.34,3.57,12.7,6.04,4.87,14.07,7.45,16.11,1.26,12.95,20.35,18.64,24.5,6.294015,31415.849640000004,1528.122288,3.22059906,0.7972419,5159.971382,6355.663214,4114.906594,9755.556253,11719.75127
2017-11-28,16.27,7.08,10.47,15.77,15.83,4.22,19.75,15.19,3.54,12.52,6.0,4.86,14.1,7.4,16.07,1.27,13.09,20.56,18.06,25.08,6.168384,31825.0062,1495.704612,3.18828348,0.89794965,5160.43442,6366.432612,4116.078241,9759.043305,11736.842785
2017-11-29,16.1,6.86,10.0,15.47,15.74,4.21,19.5,15.39,3.52,12.55,6.06,4.74,13.81,7.34,15.7,1.25,12.8,20.25,17.69,24.7,5.71296,31933.823399999997,1364.42364,3.2421048,0.7637838,5150.616781,6324.396388,4117.243739,9761.286807,11699.766191
2017-11-30,16.1,6.78,9.6,15.37,15.76,4.18,18.27,15.49,3.49,12.43,6.05,4.69,13.6,7.44,15.74,1.28,13.02,19.6,17.24,24.32,6.38157,32551.89768,1414.450446,3.305326,0.7710245600000001,5147.104396,6300.556654,4118.409591,9764.510695,11682.870679
2017-12-01,16.02,6.72,9.88,15.33,15.86,4.18,18.29,15.34,3.44,12.46,6.04,4.73,13.6,7.65,15.9,1.35,12.75,20.1,17.46,24.55,6.6789,35386.767,1500.86286,3.29058,0.8057034,5151.380783,6304.747707,4119.572043,9767.530061,11699.818804
2017-12-04,16.12,6.68,10.12,15.59,15.94,4.27,18.59,15.27,3.44,12.48,6.17,4.75,13.8,8.26,15.88,1.37,12.8,20.23,17.22,25.49,8.272454999999999,37709.09399,1508.5065,3.2441,0.79869742,5156.944313,6306.113641,4120.742563,9771.456309,11732.802235
2017-12-05,16.09,6.61,9.97,15.43,16.05,4.29,18.46,15.37,3.45,12.61,6.08,4.73,13.71,8.25,15.71,1.33,12.55,20.06,17.54,24.92,8.460054,37817.73794,1464.691418,3.2414,0.75751518,5161.399028,6319.007588,4121.909744,9774.864981,11754.784222
2017-12-06,16.22,6.55,10.27,15.59,16.32,4.32,18.63,15.74,3.47,12.69,6.08,4.79,13.86,8.27,15.79,1.34,12.86,20.71,18.6,24.74,8.121355999999999,44488.20576,1338.600076,3.267956,0.70600792,5159.579731,6310.29407,4123.075807,9777.721142,11762.973742
2017-12-07,16.23,6.43,9.87,15.48,16.49,4.35,18.44,15.97,3.5,12.6,6.16,4.74,13.81,8.09,15.65,1.36,12.49,20.55,18.42,24.45,8.752996,55447.59718,1365.664812,3.323506,0.6696371,5153.048069,6279.226178,4124.242074,9780.30284,11742.948507
2017-12-08,16.46,6.34,9.93,15.52,16.3,4.39,18.12,16.25,3.5,12.59,6.39,4.76,13.93,8.26,15.68,1.36,12.48,20.69,18.49,24.55,9.184122,52825.48968,1455.601042,3.324718,0.7692936599999999,5151.804292,6298.399009,4125.336802,9783.73296,11761.78121
2017-12-11,16.56,6.43,9.85,15.52,16.35,4.3,17.87,16.53,3.5,12.69,6.47,4.78,13.97,8.09,15.76,1.36,12.3,20.69,18.19,24.74,8.889643,55295.89275,1702.746675,3.337747,0.80998197,5151.221045,6302.147243,4126.42909,9786.689861,11761.670346
2017-12-12,16.84,6.56,10.07,15.83,16.41,4.24,18.14,16.45,3.52,12.84,6.55,4.83,14.08,8.34,15.98,1.39,12.06,20.58,18.16,25.04,8.43132,56486.20696,2099.134168,3.372528,1.1754251999999998,5146.490868,6282.484771,4127.524069,9788.702183,11745.229771
2017-12-13,16.49,6.41,9.83,15.56,16.46,4.22,17.7,16.13,3.51,12.82,6.42,4.76,13.77,8.15,15.73,1.4,11.86,20.38,17.82,24.99,9.002928,53907.679319999996,2286.114831,3.3099,1.51725816,5152.151864,6300.417102,4128.620101,9791.997398,11766.555036
2017-12-14,16.42,6.44,9.79,15.44,16.41,4.17,17.02,16.22,3.5,12.59,6.47,4.75,13.55,8.23,15.6,1.44,11.57,20.48,17.9,25.08,10.52667,55032.42822000001,2294.179118,3.3418,2.84286926,5149.004416,6282.331345,4129.715059,9794.392801,11753.965435
2017-12-15,16.37,6.41,9.85,15.38,16.53,4.15,17.18,16.08,3.5,12.76,6.59,4.77,13.6,8.3,15.36,1.47,11.33,20.73,17.99,25.53,13.573752,58000.774079999996,2234.694234,3.2946,2.43042642,5155.091035,6291.757428,4130.814884,9797.070444,11760.503152
2017-12-18,16.38,6.43,9.98,15.5,16.57,4.29,17.29,16.1,3.5,12.53,6.54,4.75,13.59,8.47,15.63,1.44,12.01,20.93,18.04,26.18,19.7532,62460.60605999999,2581.0518779999998,3.2872617,2.4882447599999997,5159.006042,6292.70313,4131.911676,9799.790452,11750.900472
2017-12-19,16.37,6.39,9.92,15.4,16.49,4.26,17.02,16.37,3.46,12.48,6.61,4.7,13.52,8.51,15.55,1.46,12.02,20.68,17.7,26.19,18.75243,57651.220629999996,2631.854202,3.322799,2.41610256,5158.412585,6281.18233,4133.008909,9801.731655,11733.83621
2017-12-20,16.46,6.42,9.93,15.54,16.52,4.2,16.73,16.32,3.46,12.41,6.7,4.78,13.57,8.45,15.75,1.46,12.24,20.89,18.21,27.09,16.983155,54286.7374,2621.638523,3.27956265,2.35587688,5166.327568,6312.873841,4134.105099,9804.123793,11772.246397
2017-12-21,16.67,6.5,10.04,16.0,16.56,4.24,17.56,19.99,3.44,12.47,6.82,4.95,14.14,8.64,16.43,1.49,12.3,21.2,18.67,27.49,17.070828000000002,51715.67643,2603.532851,3.2917585,3.7052960000000006,5168.879151,6330.753056,4135.204745,9806.066664,11788.62972
2017-12-22,16.72,6.58,10.07,16.05,16.54,4.18,18.32,19.7,3.45,12.43,6.79,4.96,14.07,8.64,16.37,1.54,12.32,21.0,18.35,27.83,14.315301,45598.7385,2096.2072110000004,3.437007,3.3369,5168.684433,6311.134441,4136.303734,9808.923878,11794.876794
2017-12-26,16.89,6.6,10.18,16.08,16.5,4.17,17.95,20.94,3.48,12.63,6.76,4.98,14.13,8.93,16.48,1.58,12.35,21.18,18.19,27.87,30.62675,52170.1026,2482.5878,3.311,3.54277,5179.803937,6344.803456,4137.399983,9812.035942,11822.049277
2017-12-27,17.01,6.69,10.31,16.1,16.63,4.18,17.93,20.18,3.46,12.78,6.75,4.97,14.05,9.17,16.54,1.62,12.62,21.92,18.23,27.88,33.381043000000005,51104.48734000001,2441.2581050000003,3.348049,4.011029,5182.845826,6340.480387,4138.495842,9814.594022,11827.028897
2017-12-28,16.92,6.73,10.24,16.34,16.7,4.17,18.87,19.88,3.48,12.76,6.76,4.97,14.09,9.23,16.69,1.64,12.97,21.65,18.4,28.16,30.636925,47689.934270000005,2356.294182,3.378342,4.173246,5191.095607,6347.898248,4139.591992,9817.171673,11849.317585
2018-01-02,17.24,6.76,10.6,16.7,16.82,4.15,18.33,20.4,3.52,12.77,7.08,5.07,14.53,9.5,17.1,1.71,12.99,22.34,18.5,29.18,28.416736,48080.66108,2798.592264,3.323976,7.136772,5204.442157,6396.212606,4141.78818,9823.798028,11908.781171
2018-01-03,17.28,6.88,10.73,16.78,16.83,4.19,18.09,21.18,3.54,12.79,7.07,5.13,14.63,9.3,17.32,1.74,12.6,22.64,18.36,29.0,30.103170000000002,49060.39854,3049.192169,3.269269,8.836737,5212.828276,6419.611125,4142.887713,9828.843991,11923.394736
2018-01-04,17.19,6.92,10.83,17.06,16.87,4.21,17.98,21.67,3.51,12.65,7.46,5.22,14.93,9.31,17.47,1.8,12.62,22.97,18.41,29.12,29.562416000000002,49098.51544,3040.336,3.299088,8.829912,5219.447046,6439.486164,4143.985134,9831.687023,11927.349479
2018-01-05,17.25,7.02,10.83,17.15,16.98,4.28,17.81,20.53,3.52,12.78,7.36,5.23,14.97,9.39,17.61,1.9,12.6,22.63,18.36,29.58,48.044544,54743.65824,3108.591776,3.2288,8.104288,5218.739104,6431.117835,4145.08452,9832.587454,11914.868527
2018-01-08,17.22,7.06,10.86,17.15,17.08,4.33,17.93,20.58,3.45,12.94,7.62,5.23,14.92,9.41,17.88,2.05,12.76,22.53,18.8,30.24,58.3308,48531.87372,3659.60958,3.2406,7.809846000000001,5221.66043,6448.489566,4146.184793,9834.277786,11930.087076
2018-01-09,17.17,6.96,10.76,16.99,17.02,4.3,17.22,20.11,3.48,12.94,7.66,5.14,14.76,9.09,17.88,1.83,12.35,22.34,19.0,30.12,56.518679999999996,48003.523700000005,4169.71434,3.280682,6.892355580000001,5223.37119,6457.391241,4147.282744,9836.522001,11923.948878
2018-01-10,17.17,6.89,10.71,16.81,16.95,4.27,16.52,20.17,3.4,12.84,7.56,5.14,14.71,9.11,17.55,1.8,12.32,22.29,19.11,29.7,56.42544,48558.804000000004,4028.5440000000003,3.228,6.452772,5232.618014,6476.921774,4148.380986,9836.515764,11933.724002
2018-01-11,17.37,7.01,10.96,17.15,17.05,4.26,16.78,20.38,3.45,12.92,8.18,5.23,15.02,9.2,17.98,1.98,12.58,22.77,19.04,30.28,68.584482,43521.725159999995,3651.0867,3.1967506799999996,6.26134842,5233.050826,6510.222379,4149.479519,9837.707208,11951.072068
2018-01-15,17.35,6.99,11.04,17.27,17.06,4.33,16.61,19.98,3.5,13.23,8.09,5.31,15.1,9.21,18.22,1.9,12.71,23.07,19.17,30.4,62.52292800000001,44053.8995,4095.5090800000007,3.2271350800000005,5.49198312,5237.372239,6542.761869,4151.678108,9842.944941,11970.773946
2018-01-16,17.41,7.04,11.13,17.38,17.37,4.3,16.8,19.81,3.5,13.09,7.9,5.37,15.24,9.13,18.54,1.8,12.8,23.51,19.14,29.58,41.9146,36633.360400000005,3289.00642,3.3209260000000005,3.8642037,5238.899978,6545.339937,4152.777857,9845.68645,11966.489299
2018-01-17,17.51,7.1,11.4,17.82,17.77,4.45,16.85,19.78,3.49,13.23,8.19,5.46,15.49,9.18,19.22,1.8,12.94,24.14,19.34,30.18,45.45417,36080.61751,3280.11475,3.2643186199999996,4.32201459,5239.369154,6545.019115,4153.876927,9848.67894,11967.766252
2018-01-18,17.42,7.18,11.32,17.8,17.95,4.49,16.73,19.46,3.49,12.93,7.94,5.48,15.45,9.07,19.19,1.74,12.89,23.9,20.67,29.98,45.338496,36057.25056,3189.7587839999997,3.2817504,5.152684799999999,5240.186893,6556.834587,4154.974509,9851.436376,11966.505063
2018-01-19,17.49,7.35,11.25,17.93,17.99,4.6,17.07,19.57,3.49,13.0,7.73,5.5,15.58,9.13,19.06,1.76,12.9,23.55,20.87,29.99,47.717773,37011.47722,3300.2928599999996,3.2517121400000004,5.02267115,5242.59693,6554.156691,4156.068289,9853.976497,11970.092428
2018-01-22,17.41,7.31,11.28,18.17,17.91,4.72,18.31,19.48,3.45,12.95,7.64,5.64,15.97,9.17,19.25,1.7,12.75,23.09,20.98,29.83,41.3058,34789.0896,3186.24616,3.2317786,4.3944248,5242.708141,6546.341194,4157.160524,9856.001232,11966.27885
2018-01-23,17.41,7.24,11.33,18.23,17.99,4.79,17.69,19.29,3.4,12.76,7.49,5.58,15.91,8.96,19.14,1.73,12.4,22.52,20.76,28.58,42.403389999999995,35292.568080000005,3181.807962,3.2466106999999997,4.40283138,5237.923485,6535.897323,4158.250715,9859.253739,11950.732963
2018-01-24,17.4,7.64,12.22,19.22,18.65,4.88,19.07,19.68,3.42,13.19,7.72,5.93,16.67,9.3,20.36,1.83,13.23,23.72,20.56,29.22,43.325928,36033.51672,3345.25248,3.15772704,4.347066239999999,5247.979459,6616.643008,4159.345982,9864.713137,12003.54578
2018-01-26,17.39,7.78,12.6,19.9,19.05,5.02,19.75,19.67,3.42,13.27,8.16,6.18,17.58,9.45,21.43,1.78,13.98,24.59,20.27,28.98,41.497353,35032.021290000004,3298.9923,3.15216036,3.82393224,5258.927177,6679.599487,4161.539614,9871.727608,12044.585434
2018-01-29,17.36,7.79,12.53,19.32,18.29,4.96,19.72,19.93,3.46,13.33,7.99,6.02,17.11,9.58,21.43,1.81,13.7,24.68,20.15,29.3,40.414269000000004,35476.21952,3707.0075,3.12745237,4.009877899999999,5258.052595,6674.185483,4162.639711,9873.683407,12033.27837
2018-01-30,17.39,7.74,12.48,19.51,18.29,4.81,19.51,20.13,3.45,13.43,8.04,6.05,17.05,9.56,20.9,1.75,13.6,24.34,20.73,29.0,36.487217,32339.062599999997,3409.82109,3.1238401999999996,3.53960997,5260.550189,6660.179349,4163.732774,9875.026292,12031.200715
2018-01-31,17.45,7.7,12.77,19.68,18.24,4.82,19.83,19.9,3.46,13.62,7.87,6.09,17.3,9.46,21.02,1.77,14.27,25.3,20.34,28.99,36.031398,32703.511319999998,3561.9792639999996,3.14311028,3.62958194,5261.836264,6664.299377,4164.829818,9877.901256,12036.63493
2018-02-01,17.73,7.76,12.8,19.16,18.71,4.82,19.9,20.28,3.57,13.76,7.99,6.07,17.39,9.59,21.84,1.77,14.15,25.0,20.7,29.23,30.116267999999998,29074.70748,3273.0461399999995,3.10219728,3.01257684,5265.846218,6677.62773,4165.923392,9880.357449,12048.199092
2018-02-02,17.55,7.68,12.63,18.57,18.61,4.79,19.3,21.18,3.55,13.49,7.96,5.97,17.17,9.4,21.26,1.73,13.75,24.93,20.87,28.54,31.3755,28618.317600000002,2963.2953,3.1883944,2.8939474,5260.359097,6648.965261,4167.01973,9882.046996,12014.813289
2018-02-05,17.29,7.35,12.25,18.27,18.32,4.78,19.3,20.8,3.5,13.33,7.5,5.79,16.57,9.3,20.3,1.69,13.51,24.54,20.73,28.22,21.85808,22636.1624,2273.436064,3.22944976,2.22267312,5257.261716,6618.219285,4168.115843,9885.025272,12005.170504
2018-02-06,17.24,7.38,12.79,18.7,18.71,4.72,20.38,21.87,3.46,13.51,7.96,6.01,17.16,9.35,21.32,1.61,13.68,24.23,20.59,29.7,26.686275000000002,24911.071640000002,2535.454901,3.2392285800000002,2.4641944600000003,5258.197667,6627.830308,4169.207398,9887.361135,12026.748013
2018-02-07,17.24,7.28,12.8,18.42,18.32,4.94,20.54,21.56,3.48,13.64,7.68,5.89,16.76,9.27,20.71,1.6,13.4,24.32,20.57,29.17,26.530243,24844.54211,2463.8777339999997,3.2745713,2.3481391400000002,5259.917299,6625.612852,4170.306811,9890.867643,12036.62061
2018-02-08,17.27,7.22,12.4,18.19,17.84,4.94,21.11,21.47,3.52,13.51,7.52,5.83,16.67,9.03,20.08,1.56,13.0,24.01,19.57,29.09,27.205595999999996,26825.11194,2646.30278,3.2873428499999995,2.56974597,5247.223693,6606.383259,4171.403336,9895.869999,12039.630438
2018-02-09,17.14,7.08,12.17,17.99,17.94,4.86,20.6,21.32,3.49,13.38,7.66,5.82,16.72,9.08,19.83,1.55,12.86,23.45,19.61,29.38,27.273491999999997,28656.271219999995,2891.550115,3.3074049899999998,3.03170556,5241.185429,6571.176067,4172.459082,9898.928367,12022.011813
2018-02-14,17.74,7.22,12.73,18.64,18.2,5.09,21.0,21.62,3.54,13.62,8.17,6.01,17.44,9.27,20.11,1.64,13.18,24.53,20.0,31.13,33.330192,30487.152359999996,2958.762324,3.22459956,3.63125364,5247.810072,6604.736632,4173.521654,9902.773964,12062.497396
2018-02-15,17.78,7.41,12.84,18.72,18.33,5.16,20.91,21.76,3.5,13.59,8.19,6.01,17.44,9.09,20.46,1.63,13.35,24.19,19.97,32.14,35.081838,32394.382019999997,2993.6071439999996,3.2403096,3.57660468,5254.072186,6652.161901,4174.547851,9906.564388,12072.701331
2018-02-16,17.89,7.54,12.97,18.69,18.61,5.15,20.92,22.0,3.5,13.65,8.7,6.16,17.58,9.03,20.45,1.64,13.33,24.29,21.01,32.19,36.1872,32887.3797,3029.0625,3.2413392,3.5980415999999997,5263.429414,6678.231154,4175.599619,9910.265009,12103.759289
2018-02-19,17.82,7.53,12.75,18.6,17.75,5.16,20.89,22.47,3.5,13.65,9.14,6.14,17.44,9.07,21.02,1.63,13.35,23.2,21.75,32.49,35.766934000000006,36120.72266,3040.1247120000003,3.2448952600000003,3.58801205,5265.393351,6678.032128,4176.648212,9913.509959,12105.089463
2018-02-20,18.11,7.63,13.13,19.16,17.81,5.14,22.32,22.34,3.5,13.92,8.82,6.39,17.87,9.21,21.4,1.64,13.36,23.62,22.46,31.83,32.195906,36586.46398,2879.433854,3.26158526,3.34459796,5265.443736,6664.551332,4177.688308,9916.633737,12122.81551
2018-02-21,17.86,7.87,13.23,19.26,18.08,5.2,22.78,22.24,3.48,13.83,8.9,6.5,18.11,9.4,21.16,1.55,13.85,23.5,22.44,31.33,30.623034,34227.8586,2742.3466200000003,3.27767778,3.1129605000000002,5271.067961,6652.617712,4178.732136,9920.090837,12132.492378
2018-02-22,17.88,7.77,13.64,19.38,17.91,5.22,23.3,22.26,3.46,13.97,8.8,6.61,18.21,9.63,21.79,1.55,13.75,23.99,21.8,31.94,28.792341999999998,31982.572490000002,2611.6539019999996,3.2561994,2.8967825799999996,5273.131624,6646.922847,4179.779986,9921.082189,12133.443084
2018-02-23,17.52,7.97,13.64,19.56,18.0,5.27,24.29,22.47,3.46,13.76,9.08,6.64,18.33,9.69,22.35,1.59,14.26,24.37,21.8,32.23,31.40278,32925.65296,2773.31871,3.2406374,3.04898332,5278.668399,6669.211036,4180.842733,9924.251897,12149.922616
2018-02-26,17.66,8.03,13.84,19.56,17.9,5.27,23.86,22.49,3.44,13.69,9.3,6.65,18.31,9.34,22.88,1.6,14.36,24.29,21.25,33.15,31.994975999999998,33172.53303,2796.302847,3.23013795,2.99759382,5284.393697,6704.182484,4181.895525,9926.019732,12176.298241
2018-02-27,17.72,7.82,13.71,19.34,17.73,5.3,24.29,22.71,3.44,13.86,9.09,6.56,18.04,9.3,22.82,1.5,14.04,24.17,21.13,33.1,34.332672,34444.51328,2833.225728,3.2593279999999996,3.0226406399999997,5285.399006,6712.441641,4182.903024,9927.928417,12174.491883
2018-02-28,17.54,7.56,13.45,18.74,17.6,5.25,24.16,21.63,3.38,13.94,9.08,6.39,17.42,9.32,22.85,1.45,14.24,24.14,21.41,31.51,33.95106800000001,33541.772619999996,2767.012042,3.2493703800000002,2.87870002,5290.205794,6701.389983,4183.912686,9931.340353,12194.913161
2018-03-01,17.82,7.56,13.55,18.84,17.67,5.24,23.58,21.47,3.4,13.87,9.37,6.5,17.68,9.36,22.47,1.43,13.7,23.91,20.93,31.09,34.13655,35451.61995,2828.587044,3.25175022,2.97573183,5292.9876,6708.402531,4184.98964,9934.043007,12198.985269
2018-03-02,18.01,7.64,13.66,18.96,17.66,5.15,24.1,21.38,3.4,14.05,9.23,6.55,17.78,9.41,22.88,1.35,13.8,24.07,21.46,30.6,33.271029,35214.92871,2784.261507,3.2532756899999997,2.92511862,5299.686406,6713.814977,4186.043073,9938.306965,12225.866794
2018-03-05,17.96,7.74,13.77,19.09,17.8,5.12,24.06,21.49,3.39,14.18,9.32,6.73,18.03,8.94,23.53,1.4,13.6,24.22,21.09,30.56,32.716825,36739.4705,2756.9032,3.2457425,3.06643225,5305.31737,6726.427747,4187.11365,9942.825006,12252.426678
2018-03-06,18.16,7.75,14.07,19.12,17.84,5.09,23.8,20.91,3.37,14.1,8.91,6.7,17.96,8.9,23.37,1.35,13.25,24.61,21.31,30.42,30.153168,34279.88112,2616.742656,3.2137689599999995,2.9013191999999997,5308.109239,6728.319937,4188.188233,9945.451825,12260.098047
2018-03-07,18.4,7.72,13.98,18.78,17.57,5.15,23.07,21.31,3.39,14.15,9.14,6.68,17.94,8.85,23.05,1.21,13.5,24.43,21.62,30.31,29.236549,32133.920209999997,2433.610102,3.25593266,2.76433031,5310.687725,6725.725383,4189.266546,9948.481432,12258.593099
2018-03-08,18.58,7.7,14.05,18.54,17.42,5.22,22.66,20.63,3.38,14.21,8.76,6.63,17.81,8.8,23.08,1.24,13.33,25.73,22.41,29.33,26.980463999999998,30377.52,2283.082944,3.2807721599999997,2.63402496,5312.316894,6727.024522,4190.343237,9950.815556,12261.608005
2018-03-09,18.69,7.97,14.15,18.93,17.83,5.23,23.31,22.07,3.39,13.95,8.81,6.69,18.06,9.19,23.69,1.36,13.4,27.36,22.78,29.78,27.112484,29999.491599999998,2362.626772,3.2645643999999994,2.68390808,5313.603055,6722.016556,4191.41737,9953.544826,12263.597472
2018-03-12,19.12,7.96,14.07,19.08,17.8,5.23,24.27,21.84,3.38,14.11,8.97,6.76,18.26,9.58,23.59,1.32,13.56,27.64,21.77,30.03,26.18583,29797.0614,2273.04744,3.2727396000000004,2.5540152000000003,5313.651417,6722.253918,4192.494124,9956.071137,12270.496556
2018-03-13,19.11,7.94,13.89,18.81,17.57,5.15,23.88,21.59,3.39,13.84,8.91,6.71,18.11,9.78,23.36,1.27,13.45,26.8,22.4,29.8,33.09103,29846.80498,2248.1361140000004,3.2667204,2.5374136600000003,5318.416199,6735.906351,4193.566258,9958.277911,12292.28376
2018-03-14,19.35,7.81,13.77,18.71,17.4,5.02,22.24,21.0,3.38,13.62,8.78,6.64,17.71,9.53,23.3,1.25,13.58,26.39,23.63,30.13,29.044818,26764.91388,1995.290982,3.2672975399999995,2.2420904399999997,5322.859352,6745.948232,4194.646341,9960.296535,12287.658205
2018-03-15,19.04,7.68,13.74,18.44,16.9,4.97,22.14,20.7,3.38,13.46,8.5,6.61,17.79,9.22,22.82,1.23,13.35,26.14,23.04,29.99,29.958287999999996,27147.72756,2004.216037,3.28719943,2.24917103,5323.311326,6745.057673,4195.722026,9962.726898,12284.347322
2018-03-16,18.83,7.6,13.75,18.48,17.03,5.06,21.76,20.68,3.41,13.41,8.45,6.55,17.72,9.05,23.06,1.2,13.42,25.77,28.06,29.92,29.788756,27194.37844,1971.0117529999998,3.2852929800000004,2.22661109,5330.343082,6761.191893,4196.799235,9965.865884,12299.324293
2018-03-19,18.97,7.55,13.42,18.3,16.97,5.13,21.69,20.49,3.41,13.35,8.22,6.48,17.34,9.19,22.29,1.26,13.07,25.58,30.12,29.07,29.600552999999998,28308.773039999996,1827.1524479999998,3.2905564800000002,2.37067248,5327.593516,6738.786152,4197.875876,9969.043864,12297.595016
2018-03-20,18.89,7.69,13.48,18.28,17.03,5.11,21.61,20.34,3.41,13.31,8.61,6.48,17.4,9.14,22.59,1.3,13.09,25.26,29.98,29.43,30.398652,29513.18364,1844.7147120000002,3.32100306,2.31897342,5320.167496,6707.691302,4198.948848,9971.560463,12282.346647
2018-03-21,19.05,7.74,13.7,18.37,17.17,5.09,20.92,21.4,3.41,13.53,8.74,6.49,17.33,9.06,23.45,1.23,13.12,25.97,31.27,30.06,32.520697999999996,29137.43303,1832.937208,3.27660755,2.22573751,5321.934186,6737.485036,4200.02532,9974.359291,12304.355458
2018-03-22,19.15,7.67,13.45,18.48,17.33,5.06,20.84,21.15,3.46,13.86,8.41,6.47,17.27,9.04,23.32,1.23,13.06,26.24,31.99,29.66,33.384064,28929.098240000003,1789.777024,3.3198412800000003,2.16946688,5354.120242,6770.133664,4201.099987,9983.99794,12353.832592
2018-03-23,19.08,7.51,13.36,18.6,17.85,5.08,20.66,21.11,3.48,13.88,8.26,6.49,17.35,8.87,23.4,1.24,13.06,25.87,32.67,29.43,39.047301,29531.549919999998,1799.752698,3.3142183299999997,2.12094076,5359.03261,6760.328232,4202.136289,9986.1736,12341.751774
2018-03-26,19.14,7.58,13.45,18.71,17.59,5.17,22.19,21.3,3.48,14.09,8.38,6.59,17.57,8.85,23.6,1.21,13.23,26.43,33.68,29.71,39.636261000000005,26965.57155,1609.225574,3.32288955,1.9483689200000003,5367.176368,6762.372017,4203.171314,9989.332447,12376.251116
2018-03-27,19.01,7.56,13.12,18.48,17.57,5.15,21.63,21.36,3.42,14.01,8.27,6.53,17.36,8.61,23.02,1.25,13.06,26.05,32.52,28.9,38.2697,25962.49726,1492.451744,3.3427751,1.8971787800000002,5365.448501,6740.931901,4204.206754,9991.046325,12373.207201
2018-03-28,19.0,7.71,13.07,18.6,17.69,5.19,20.59,21.3,3.41,13.98,8.18,6.6,17.52,8.37,22.73,1.18,12.73,26.16,32.93,29.38,38.738565,26406.29055,1483.28538,3.3244792500000004,1.9037332500000002,5366.434969,6708.099364,4205.248103,9993.62226,12370.435586
2018-03-29,19.2,7.88,13.3,19.1,17.71,5.24,20.48,21.45,3.3,13.92,8.48,6.72,17.75,8.8,23.05,1.18,13.15,26.78,32.84,29.86,33.682026,23564.85768,1269.6702480000001,3.29945028,1.6626162,5375.917353,6726.993865,4206.284822,9996.649246,12385.992056
2018-04-02,19.02,7.82,13.05,18.92,17.38,5.2,20.42,21.2,3.38,13.89,8.56,6.68,17.67,8.84,22.44,1.09,12.8,26.39,33.01,30.42,41.704739999999994,23395.697159999996,1274.543193,3.31519584,1.63409763,5370.037784,6709.266041,4207.323374,9999.075933,12374.527
2018-04-03,19.3,7.81,12.88,19.14,17.16,5.24,20.78,21.5,3.41,13.81,8.61,6.65,17.5,8.56,22.5,1.09,12.83,26.86,33.86,30.32,44.471372,24805.73704,1388.43566,3.3502212399999998,1.829307,5367.369055,6677.111798,4208.36229,10001.182772,12358.356343
