Date,ABEV3,B3SA3,BBAS3,BBDC4,BBSE3,BPAC11,ELET3,EMBR3,ENEV3,EQTL3,GGBR4,ITSA4,ITUB4,JBSS3,PETR3,PRIO3,RAIL3,RENT3,SUZB3,VALE3,BNB,BTC,ETH,USDT,XRP,IMA-B5,IMA-B5MAIS,IMA-S,IRFM-1,IRFM-1MAIS
2019-11-26,14.8,14.45,16.19,22.6,23.36,16.71,33.29,17.93,9.57,19.84,9.85,7.7,19.73,25.69,31.08,4.26,24.06,41.05,38.08,37.27,65.48451,30320.1324,624.83313,4.2579747,0.9342231,6379.03822,9343.065647,4650.078029,11160.6733,15052.315973
2019-11-27,14.74,14.74,16.66,22.98,23.4,16.67,33.24,17.98,9.51,20.1,9.94,7.8,19.84,26.11,31.14,4.23,24.07,40.81,39.1,36.81,68.34550800000001,32022.194160000003,651.05172,4.28363892,0.9550464000000001,6374.265153,9292.272531,4650.964859,11162.108277,15051.387662
2019-11-28,14.78,14.96,16.76,22.8,23.76,16.75,33.21,17.93,9.5,20.23,9.8,7.81,19.78,27.1,31.28,4.4,23.83,42.21,38.57,36.66,65.0288,31117.873000000003,632.9833,4.214302000000001,0.9347890000000001,6379.445534,9315.008861,4651.853167,11166.239422,15085.60483
2019-11-29,14.82,14.82,16.83,22.91,23.74,17.18,33.44,18.0,9.53,20.37,9.7,7.83,19.9,26.94,30.89,4.65,24.35,42.48,38.56,36.37,68.375496,32801.17428,654.73562,4.264360239999999,0.974372,6376.529891,9311.395245,4652.735679,11167.860517,15093.462303
2019-12-02,14.75,14.79,16.7,23.06,23.79,16.78,33.76,18.45,9.45,20.33,9.96,7.89,20.18,26.68,30.85,4.62,25.11,42.03,38.8,37.36,64.23183,30820.2986,628.7624699999999,4.2584732,0.9256816,6370.438737,9282.791269,4653.623291,11169.052147,15074.868747
2019-12-03,14.67,14.95,17.03,23.14,24.71,16.62,34.03,18.5,9.45,20.6,9.73,7.87,20.19,26.51,30.76,4.7,25.16,42.3,38.95,36.69,64.440516,30671.49834,621.7752659999999,4.23406158,0.92328285,6382.404266,9320.993516,4654.508868,11172.339473,15105.677803
2019-12-04,15.02,15.34,17.28,23.74,24.89,17.35,34.22,18.38,9.49,21.05,9.85,8.06,20.91,25.76,31.14,5.1,25.27,41.88,37.91,37.06,63.788732,30313.953879999997,613.440583,4.230421580000001,0.9008685700000001,6397.462823,9365.305578,4655.392872,11175.927155,15136.046359
2019-12-05,14.9,15.3,17.13,23.84,25.29,17.38,34.22,18.41,9.73,21.49,9.87,8.03,20.88,26.06,31.55,4.99,25.14,42.48,38.0,37.08,65.588352,30970.091519999998,622.356864,4.20569088,0.92585472,6403.150245,9372.403248,4656.278819,11177.242902,15125.840888
2019-12-06,15.15,15.25,17.06,23.57,25.31,18.28,34.39,18.56,9.7,21.5,10.04,7.95,20.51,25.97,31.75,5.32,25.12,43.11,38.2,37.37,65.01526999999999,31185.795879999998,616.5683789999999,4.1626337200000005,0.93423216,6415.019892,9442.131843,4657.16007,11181.811199,15170.486272
2019-12-09,15.14,14.8,17.12,23.77,25.24,18.71,34.34,18.5,9.7,21.64,9.8,8.08,20.91,25.1,31.91,5.36,25.12,42.58,37.78,37.43,63.955568,30469.19476,612.548536,4.1604256799999995,0.9299239,6414.856495,9474.122685,4658.042395,11183.677834,15172.537212
2019-12-10,15.08,14.54,16.87,23.69,24.94,18.18,34.36,18.43,9.75,21.89,10.08,8.07,20.6,24.6,32.11,5.4,24.97,41.93,38.09,37.26,62.283434,30004.27719,604.837662,4.15996944,0.92305542,6417.66656,9508.912005,4658.923893,11185.898035,15171.92289
2019-12-11,15.15,14.35,16.84,23.55,25.05,18.02,34.63,18.57,10.06,22.26,10.04,8.04,20.36,24.08,32.12,5.48,25.57,43.02,39.18,37.72,61.279668,29724.3504,591.8065379999999,4.13328474,0.9109474200000001,6418.438852,9556.368772,4659.810481,11188.038374,15174.487257
2019-12-12,15.35,14.5,17.28,23.86,25.15,18.2,34.73,18.82,9.89,21.89,10.22,8.03,20.36,23.89,32.55,5.6,25.8,44.13,39.16,38.53,60.66211499999999,29484.323999999997,593.2452149999999,4.10318055,0.8937742499999999,6424.270761,9611.602899,4660.697001,11191.967904,15184.123804
2019-12-13,15.61,14.41,17.15,23.91,25.74,18.27,34.52,19.03,9.97,22.38,10.55,8.09,20.79,24.25,31.02,5.87,25.33,44.17,38.88,39.12,61.25028,29804.361599999997,595.49568,4.1297724,0.9062247999999998,6432.455278,9597.65466,4661.495259,11193.789635,15188.953809
2019-12-16,15.66,14.36,16.91,23.49,25.37,18.14,34.8,18.96,10.07,21.78,10.33,8.02,20.32,24.12,30.78,5.89,25.29,44.8,39.2,38.82,55.294708,28047.539800000002,539.458584,4.07864492,0.8353116800000001,6432.406045,9545.822653,4662.295773,11195.699398,15154.917181
2019-12-17,15.52,14.85,17.29,23.92,25.88,18.3,34.49,19.16,10.1,21.8,10.28,8.17,20.63,23.64,31.21,5.98,25.18,44.62,40.03,38.82,50.365691999999996,26926.71228,496.97949600000004,4.093586640000001,0.7451028,6415.092895,9458.33307,4663.085898,11196.003798,15101.520604
2019-12-18,15.67,15.09,17.89,24.59,26.21,18.41,33.97,19.42,10.26,22.09,10.17,8.25,20.89,24.48,32.03,5.92,25.18,45.68,39.57,38.91,55.21617,29562.388,540.05396,4.0853465,0.7951291,6417.456232,9427.171397,4663.881532,11198.590526,15124.226839
2019-12-19,15.74,15.09,18.08,25.04,26.39,18.66,34.43,19.29,10.65,22.26,10.43,8.26,20.99,24.83,31.98,6.0,25.4,46.22,39.67,39.3,54.32649,29159.2857,522.5923479999999,4.0917817,0.7646402600000001,6401.711379,9296.771117,4664.675831,11199.297264,15071.646651
2019-12-20,15.93,15.25,18.04,24.9,26.01,18.48,34.54,19.65,10.82,22.03,10.93,8.18,20.9,24.6,31.62,6.18,25.59,45.2,40.18,39.87,55.625832,29521.072079999998,527.95314,4.122711,0.8003392199999999,6415.301558,9335.502695,4665.475011,11202.07199,15102.46571
2019-12-23,15.97,14.56,18.58,25.05,26.15,18.29,36.96,19.73,10.74,22.11,11.1,8.24,21.1,24.9,32.08,6.66,25.86,46.45,40.04,39.72,54.512055000000004,29901.189240000003,522.9890640000001,4.097183220000001,0.77501034,6423.926009,9378.865221,4666.272581,11203.809715,15128.560724
2019-12-26,16.19,14.49,18.8,25.36,26.02,18.39,36.38,19.72,10.82,22.43,11.35,8.38,21.42,25.06,32.37,6.87,26.52,47.9,40.72,39.87,53.494682999999995,29245.247129999996,510.734301,4.06948938,0.76733844,6435.943847,9444.075889,4667.863264,11208.843757,15161.511957
2019-12-27,16.14,13.73,18.72,25.27,26.08,18.54,36.23,19.72,10.94,22.44,11.34,8.35,21.36,24.97,31.85,6.78,26.78,47.6,40.0,40.04,53.80648000000001,29377.933520000002,511.40429600000004,4.0536912,0.768664,6440.415479,9464.825045,4668.665963,11210.927441,15168.568904
2019-12-30,15.73,13.35,18.66,25.23,25.98,18.62,36.29,19.73,10.92,22.5,11.41,8.33,21.24,24.41,31.69,6.61,26.02,47.05,39.68,39.82,55.825299,29185.90038,529.8379530000001,4.0275401099999995,0.7764901200000001,6451.55929,9547.609142,4669.462537,11212.704791,15198.607897
2020-01-02,16.18,14.13,19.01,26.17,26.26,18.66,36.65,20.2,10.96,23.25,11.85,8.48,21.79,25.73,32.48,7.16,26.32,49.25,40.79,40.59,52.45878,28049.142,512.0669399999999,4.0473378,0.754875,6452.516342,9540.23261,4671.061408,11217.482204,15220.42127
2020-01-03,15.95,13.72,18.98,26.18,25.97,18.67,36.1,20.41,11.07,22.97,11.65,8.35,21.56,25.99,31.68,7.57,25.55,48.53,40.65,40.29,55.51318500000001,29863.653390000003,546.062663,4.08276091,0.7857250800000001,6453.933792,9503.653675,4671.861078,11219.970806,15215.895256
2020-01-06,16.02,13.59,18.73,25.71,26.39,18.45,36.27,20.38,11.35,23.0,11.62,8.34,21.24,25.37,32.7,7.72,24.82,47.97,40.58,40.05,60.76153600000001,31514.360560000005,585.1953280000001,4.07825256,0.90614296,6451.262985,9429.766226,4672.646199,11221.580395,15202.283683
2020-01-07,16.06,14.03,18.58,25.26,26.41,18.67,37.2,20.5,11.27,22.88,11.81,8.22,20.74,25.83,32.26,7.73,25.19,48.43,41.1,40.34,61.09535199999999,33174.12532,581.8295039999999,4.07410816,0.8684325999999999,6455.27587,9435.16734,4673.434589,11225.30942,15217.031763
2020-01-08,15.98,13.99,18.42,24.87,26.39,18.54,37.74,20.33,11.21,23.04,11.85,8.1,20.41,26.46,31.73,7.57,25.52,48.2,43.15,40.35,59.100738,32759.856120000004,572.350407,4.069984110000001,0.8438317200000001,6459.91789,9475.934818,4674.227852,11228.578696,15241.611354
2020-01-09,15.86,13.99,18.04,24.48,26.32,18.72,37.78,20.19,11.38,23.32,11.79,7.94,20.0,26.78,31.91,7.28,25.85,48.45,43.04,39.82,58.932,32095.022,564.4376,4.102322,0.83364225,6461.403731,9502.695155,4675.026857,11230.516018,15261.703753
2020-01-10,15.91,13.88,17.62,24.03,26.01,18.71,38.5,20.11,11.42,23.59,11.95,7.89,19.82,26.64,31.78,7.44,25.59,47.49,43.11,39.86,61.68576,33534.361600000004,593.14176,4.101734400000001,0.8708096000000001,6463.678124,9518.861497,4675.824909,11231.473675,15259.774244
2020-01-13,16.18,13.89,17.81,24.29,25.81,18.82,38.59,20.46,11.4,23.58,12.46,7.99,20.08,27.18,31.77,7.76,25.87,47.64,44.7,41.31,62.903922,33634.73124,595.45176,4.15738116,0.8765912400000001,6456.682846,9490.708955,4676.623797,11232.803054,15237.181421
2020-01-14,16.09,13.99,17.72,24.26,26.12,18.5,37.92,20.37,11.45,24.13,12.22,8.08,20.08,27.15,31.52,8.22,25.72,47.84,44.25,41.56,68.80779,36487.551920000005,686.300882,4.1218552399999995,0.9711609999999999,6465.37826,9545.442116,4677.419439,11236.844234,15270.094162
2020-01-15,15.8,13.61,17.39,23.83,26.15,18.37,37.75,20.0,11.62,23.94,12.04,7.95,19.84,27.06,30.81,8.26,24.89,47.85,44.94,41.43,73.568786,36819.04799,694.9786849999999,4.17195976,0.97618514,6479.015252,9539.260957,4678.214107,11241.31744,15305.470037
2020-01-16,15.75,13.77,17.47,24.18,25.77,18.48,38.59,19.65,11.71,24.09,12.15,7.97,19.88,27.25,30.91,8.28,24.26,48.78,44.3,41.21,71.307288,36519.45843,687.7972920000001,4.1863738800000005,0.95913324,6472.230002,9505.342931,4679.003052,11240.610845,15260.565931
2020-01-17,15.75,14.2,17.71,24.74,25.82,18.96,38.64,19.55,11.55,24.19,12.31,8.04,20.02,28.14,31.54,8.2,24.22,49.12,43.78,42.58,75.200112,37092.75696,708.387552,4.15410912,0.99545472,6479.958402,9537.47703,4679.803018,11243.722694,15284.021876
2020-01-20,15.84,14.25,17.6,24.26,25.83,18.94,38.74,19.39,11.56,24.22,12.71,7.92,19.61,28.21,31.67,8.61,24.61,49.23,42.95,42.85,72.525438,36207.83262,699.151926,4.19315184,0.97664238,6476.38022,9504.61386,4680.590204,11245.660788,15282.515307
2020-01-21,15.79,14.0,17.09,23.45,25.72,19.07,37.99,18.93,11.63,24.09,12.44,7.74,19.19,28.46,30.71,8.94,24.15,48.83,42.7,41.86,76.200507,36784.33098,713.605743,4.2165123,0.99915756,6473.787032,9501.846634,4681.382942,11248.44083,15307.906365
2020-01-22,16.05,14.88,17.22,23.53,25.86,19.3,40.11,19.2,11.79,24.08,12.59,7.85,19.31,28.43,30.71,9.24,24.24,49.46,44.85,42.06,74.45028,36298.6941,703.2205379999999,4.186364339999999,0.99211272,6486.582859,9549.909636,4682.180805,11252.757016,15334.452811
2020-01-23,15.71,15.25,18.19,24.15,25.89,19.32,39.85,18.99,11.77,24.1,12.65,8.01,19.76,28.21,30.92,9.31,24.71,51.35,44.45,41.46,71.06191199999999,35051.788530000005,678.92484,4.16904891,0.9424878000000001,6489.259677,9543.398227,4682.980347,11253.449686,15328.296588
2020-01-24,16.0,15.35,17.95,23.97,25.65,19.32,39.12,18.55,11.58,24.11,12.37,7.89,19.62,27.72,30.8,9.1,24.25,51.02,43.87,40.19,71.29287000000001,35290.59786,679.6865700000001,4.18599954,0.9291070800000001,6489.940489,9557.422155,4683.78092,11256.302041,15338.726628
2020-01-27,15.63,14.93,17.77,23.42,25.01,18.17,37.01,18.14,11.37,23.75,11.38,7.72,19.19,25.83,29.51,8.96,23.82,51.05,40.93,37.73,74.218536,37305.33284,716.393998,4.20487556,0.9714886599999999,6492.636928,9534.55873,4684.583606,11259.622349,15359.264711
2020-01-28,15.84,15.37,17.92,23.45,25.01,18.54,38.69,18.2,11.52,24.32,11.53,7.75,19.19,26.67,30.2,9.52,23.82,52.5,41.65,38.25,75.455457,39331.209389999996,737.1062820000001,4.20143031,1.00327656,6491.546352,9565.498666,4685.382339,11260.715522,15374.500433
2020-01-29,15.42,15.22,17.48,23.11,25.45,18.47,38.9,18.18,11.28,23.96,11.49,7.66,18.89,25.91,30.06,9.15,23.57,53.84,41.02,37.91,75.72236999999998,39337.13666999999,735.479958,4.2303,0.9962356499999999,6494.561155,9598.99106,4686.182556,11262.508312,15379.653916
2020-01-30,15.45,15.29,17.6,23.34,25.44,18.59,38.31,18.1,11.12,24.07,11.84,7.73,19.16,25.49,30.68,9.46,23.15,53.43,40.51,38.47,78.62279000000001,40339.4739,783.2153700000001,4.2391813,1.0323219000000001,6491.809504,9580.321342,4686.971923,11263.12588,15373.970064
2020-01-31,15.04,15.1,17.15,22.95,24.85,18.49,37.65,18.14,10.93,23.53,11.44,7.6,18.8,26.09,30.05,9.59,23.13,53.23,39.67,37.55,77.9324,40032.8462,770.3746199999999,4.2815718,1.0251108,6491.214847,9557.144822,4687.778447,11264.281517,15371.374976
2020-02-03,14.82,15.69,17.23,23.1,24.96,18.61,37.31,18.04,11.14,24.58,11.73,7.59,18.86,26.6,29.71,9.59,23.19,54.05,39.5,38.03,78.410696,39488.23816,806.152004,4.24929904,1.08186372,6495.417485,9589.757516,4688.577654,11268.16268,15403.970364
2020-02-04,14.87,15.65,17.05,23.11,24.61,18.65,37.07,18.25,11.34,25.53,12.23,7.61,19.0,26.0,30.45,9.76,23.65,54.59,38.89,39.05,77.30426500000002,39115.44755,803.8026850000001,4.2502455,1.1368024,6498.13664,9608.220815,4689.36635,11271.185206,15417.349069
2020-02-05,14.53,15.46,17.81,23.56,24.74,19.46,36.48,18.41,11.24,25.54,12.21,7.65,19.12,25.75,30.18,9.6,23.62,55.1,38.4,39.58,81.52952499999999,40708.85653999999,863.281199,4.23402941,1.17656634,6502.075221,9663.867848,4690.170281,11273.519716,15445.294773
2020-02-06,14.21,15.25,17.51,23.29,24.86,19.28,34.84,18.65,11.01,25.13,12.12,7.57,19.07,25.34,30.99,9.58,23.49,53.44,38.9,39.8,88.298964,41845.65839999999,912.7937519999999,4.2757767,1.21443192,6490.320459,9657.47617,4690.964303,11273.895465,15404.916216
2020-02-07,14.25,15.13,17.52,23.55,25.26,19.09,34.24,18.39,10.64,24.85,11.56,7.56,19.32,24.28,31.15,9.66,23.13,52.53,37.64,38.92,95.176209,42419.29758,965.6302529999998,4.31209143,1.2079558799999999,6484.250076,9645.978037,4691.720237,11277.720092,15391.720784
2020-02-10,14.09,15.23,17.35,23.81,25.59,18.2,32.95,18.51,10.43,24.66,11.37,7.71,19.65,24.13,31.27,8.73,22.63,51.93,37.0,37.49,108.725472,42617.011679999996,964.2141599999999,4.32393504,1.1828328000000001,6489.302752,9696.6843,4692.462532,11279.77702,15418.363838
2020-02-11,14.15,15.32,18.13,24.01,26.34,18.83,33.42,18.94,10.81,25.27,12.03,7.85,20.1,24.56,31.69,9.1,23.67,53.69,38.49,38.88,111.23548799999999,44310.1022,1025.549616,4.344161639999999,1.21761276,6497.141802,9740.761232,4693.192315,11282.096595,15455.86138
2020-02-12,14.03,15.62,18.24,23.69,26.54,19.58,34.0,19.13,11.07,25.95,12.14,7.9,20.02,24.42,32.23,9.03,24.36,55.06,40.0,39.64,115.097364,44931.519960000005,1156.5477839999999,4.3591548,1.32560112,6508.440537,9782.58098,4693.933972,11284.16645,15477.186816
2020-02-13,13.71,15.53,17.96,23.24,26.61,20.08,33.85,19.17,11.13,26.02,12.09,7.78,19.71,24.87,31.62,8.97,23.72,54.61,41.3,38.95,111.05039400000001,44520.63798,1169.00875,4.34632016,1.42368954,6511.557459,9757.702299,4694.667153,11284.94721,15461.021245
2020-02-14,13.82,15.72,17.61,22.72,25.96,19.23,34.55,18.56,11.02,25.62,11.7,7.68,19.38,24.39,31.31,9.1,22.95,54.59,39.81,38.1,113.10756799999999,44405.034199999995,1225.8333499999999,4.2974,1.4434966599999999,6527.843043,9841.49294,4695.408065,11287.581928,15516.694105
2020-02-17,13.98,16.19,17.35,22.53,25.39,19.06,34.7,18.87,11.45,26.03,11.81,7.68,19.2,24.42,31.39,9.0,22.65,54.82,40.0,39.9,101.46815,41977.9578,1158.03501,4.3308943,1.2422817000000002,6526.661944,9802.281243,4696.138776,11289.696356,15512.898616
2020-02-18,13.63,16.02,17.51,22.44,25.09,18.48,36.77,18.77,11.36,25.47,11.71,7.79,19.28,24.31,31.63,9.39,23.12,54.89,40.1,39.44,104.71102799999998,44246.942879999995,1229.439882,4.364846969999999,1.2979986,6524.522453,9797.552317,4696.881792,11291.63756,15509.978598
2020-02-19,13.59,16.64,17.56,22.76,25.58,18.48,37.63,19.04,11.5,26.12,11.66,7.88,19.56,25.35,32.25,9.41,23.99,54.64,40.17,39.45,97.38091899999999,41944.07005999999,1131.032888,4.36664596,1.20122048,6536.594993,9825.593776,4697.557193,11294.074598,15531.524109
2020-02-20,13.62,16.39,17.38,22.43,25.17,17.98,36.67,19.68,11.32,25.63,11.14,7.83,19.49,24.4,31.44,9.6,24.05,54.31,40.19,38.99,97.135863,42186.22392,1130.791487,4.40076861,1.19102363,6537.089666,9784.262283,4698.08674,11295.647631,15522.002476
2020-02-21,13.69,16.3,17.39,22.26,24.84,17.87,36.15,19.54,11.44,26.01,10.9,7.83,19.3,24.58,30.55,9.59,23.81,53.99,41.42,37.45,97.27132,42510.11275,1163.700345,4.400034799999999,1.2036009,6534.673705,9722.65585,4698.679567,11297.633443,15501.392202
2020-02-26,13.33,15.02,16.12,21.06,23.89,16.61,32.78,17.84,10.7,24.61,9.76,7.38,18.34,22.24,27.51,8.18,21.91,50.25,38.6,33.88,83.485752,39163.09505999999,998.17986,4.462215539999999,1.0190957999999999,6523.856392,9610.500326,4699.382939,11299.280637,15450.843206
2020-02-27,12.22,14.42,16.32,20.97,23.69,16.2,32.16,17.18,10.29,23.93,9.75,7.26,18.35,21.37,26.57,7.96,21.29,48.98,38.13,33.22,86.13312,39561.12146,1020.722333,4.49552081,1.0676918,6530.092009,9586.307403,4700.009461,11302.794345,15489.700387
2020-02-28,12.25,15.04,16.7,21.36,23.98,16.66,33.15,16.96,10.69,24.34,9.66,7.34,18.9,21.47,26.88,7.88,21.05,49.17,38.14,33.1,84.81376800000001,38906.52675,1015.125969,4.48985121,1.05838278,6532.888771,9587.472319,4700.653822,11307.006556,15494.214541
2020-03-02,12.4,15.66,16.81,21.65,23.79,16.84,34.01,17.15,11.59,25.56,9.9,7.54,18.84,22.15,27.82,8.46,21.64,49.48,39.65,34.63,89.16682,39840.0752,1037.3863800000001,4.4856324,1.071523,6563.266093,9684.949153,4701.390322,11313.544517,15602.382053
2020-03-03,12.42,15.54,16.32,21.09,23.06,15.83,33.63,16.91,11.49,25.43,9.98,7.43,18.5,21.45,27.23,8.36,20.96,49.29,39.94,34.62,88.617672,39552.46416,1010.954736,4.53426336,1.05727248,6577.085095,9701.150624,4702.060477,11319.943807,15633.753212
2020-03-04,12.9,15.6,16.33,21.32,23.37,16.23,34.73,17.24,12.08,26.55,10.48,7.47,18.67,22.42,27.94,8.27,21.22,50.42,43.54,36.28,91.602306,40152.34413,1028.714986,4.60074645,1.07602909,6585.961057,9719.733518,4702.788417,11325.131749,15654.869781
2020-03-05,12.83,14.76,15.37,20.62,22.92,14.79,33.69,16.55,11.66,25.45,9.96,7.24,18.03,21.0,26.55,7.91,20.83,47.89,42.62,35.0,95.64754800000001,41743.52019,1052.537685,4.62434701,1.1020661600000001,6571.282671,9613.574211,4703.523162,11323.328873,15568.910414
2020-03-06,12.91,14.56,15.08,20.03,22.95,14.21,31.06,15.92,11.07,24.58,9.23,7.08,17.65,19.87,23.82,7.09,19.24,44.71,40.03,33.32,98.87685300000001,42265.806119999994,1133.12781,4.649109119999999,1.13266512,6568.158431,9593.704393,4704.269315,11326.915637,15569.226999
2020-03-09,12.36,12.81,13.41,18.59,21.37,11.64,26.45,14.96,10.19,21.96,7.57,6.63,16.43,17.03,16.75,4.5,17.29,39.5,37.95,28.26,78.167305,37468.3523,958.0808349999999,4.74104778,0.9899617599999999,6529.156968,9269.101461,4705.004143,11322.557758,15437.426562
2020-03-10,12.15,14.41,14.12,19.04,21.83,12.64,30.41,15.17,10.43,22.21,8.2,6.77,16.83,19.64,18.18,5.11,18.49,41.64,38.86,33.47,78.1797,36634.896,931.0998000000001,4.6596772500000005,0.98281725,6539.703431,9285.997221,4705.731097,11327.592284,15495.464286
2020-03-11,11.58,13.33,12.9,17.5,20.91,10.95,27.85,14.22,10.0,21.12,7.25,6.37,15.46,17.95,16.21,4.66,17.07,38.67,35.46,30.43,79.616944,38196.39736,936.6302880000001,4.83574256,1.00171016,6489.593325,8635.725279,4706.485251,11318.647365,15210.779448
2020-03-12,9.76,11.56,11.2,15.15,18.98,8.01,22.77,10.46,8.3,18.83,6.06,5.68,13.95,15.85,12.79,3.14,14.24,32.75,29.74,26.41,44.316750000000006,23121.366,516.9489000000001,4.8619068,0.651576,6339.27535,8076.285567,4707.224549,11299.551071,14705.016365
2020-03-13,10.7,12.81,13.07,17.71,20.03,10.24,26.95,11.68,8.96,20.04,7.12,6.25,15.49,19.74,15.7,3.73,17.39,35.73,31.58,32.05,53.24368,27128.5294,650.92342,4.8978356,0.7714504,6427.680954,8795.108011,4707.993161,11323.505496,15123.909454
2020-03-16,9.29,10.74,10.89,15.18,18.13,8.66,22.57,10.0,7.76,18.32,6.11,5.57,14.06,16.92,13.0,3.1,14.51,27.36,28.37,29.16,47.101884000000005,25151.006,555.122204,5.029701180000001,0.7045281800000001,6453.025602,8643.970996,4708.746757,11340.991647,15204.299007
2020-03-17,9.85,11.13,11.42,16.4,20.08,8.63,23.28,10.48,8.4,19.53,6.19,5.84,14.89,17.62,12.95,2.94,16.55,27.56,28.0,31.01,51.536435999999995,26349.69324,581.274904,5.04295796,0.73723648,6480.659861,8713.422961,4709.512245,11349.840592,15389.63597
2020-03-18,9.43,10.27,9.53,14.49,20.21,7.89,18.74,9.03,6.78,17.77,5.44,5.55,13.86,15.94,10.94,2.07,15.27,23.75,24.62,28.87,53.10656,27377.45296,601.380728,5.13652776,0.7531939999999999,6329.224582,8263.173865,4710.259585,11337.261086,14814.36757
2020-03-19,9.86,10.18,9.16,14.53,18.42,7.95,16.7,9.65,7.28,17.57,5.48,5.36,13.5,18.92,12.33,2.37,17.94,25.95,27.33,27.19,62.67711,31450.6604,690.1106510000001,5.11353495,0.83926179,6309.472731,8318.536585,4711.022168,11341.588279,14805.64013
2020-03-20,10.15,10.16,8.81,13.47,18.44,7.4,16.14,8.4,7.41,17.05,5.29,5.09,13.03,18.14,12.1,2.48,18.35,27.41,27.39,26.29,60.448638,31415.572310000003,674.959164,5.071306590000001,0.79383136,6291.200962,8260.127214,4711.696906,11342.607477,14759.955702
2020-03-23,9.7,9.54,7.93,12.37,16.86,6.44,14.63,7.74,7.3,16.08,4.94,4.61,12.13,18.3,11.51,2.38,17.54,23.98,28.8,25.47,62.710236,33278.60916,699.741288,5.170636440000001,0.81590184,6231.855536,8000.579445,4712.369797,11352.133284,14622.394839
2020-03-24,9.51,11.37,9.29,14.23,18.6,8.04,16.66,9.05,8.03,16.62,5.44,4.94,13.3,20.07,13.34,2.61,18.95,27.04,28.9,28.12,62.913022,34385.99418,706.726346,5.12022269,0.82796392,6277.542476,8181.993444,4713.060129,11355.556036,14809.688227
2020-03-25,9.81,12.15,10.4,15.3,19.98,8.44,19.07,10.57,8.12,16.78,6.01,5.27,13.95,20.86,14.41,3.46,19.49,34.3,29.35,30.52,62.135602000000006,33630.26517,685.153271,5.05141296,0.8142080100000001,6329.79753,8430.467767,4713.723876,11364.536899,15137.441496
2020-03-26,10.78,12.3,10.92,15.62,19.99,9.18,20.5,10.13,8.8,17.87,6.25,5.5,14.33,20.69,14.46,3.79,20.96,34.51,28.05,31.37,66.33005200000001,33768.072120000004,694.833656,5.04580388,0.8837312,6358.270572,8587.115025,4714.390084,11364.297698,15287.251531
2020-03-27,10.52,11.75,10.12,14.6,18.44,8.98,20.24,8.97,8.47,16.34,5.77,5.2,13.57,19.76,12.9,3.62,19.09,31.16,32.87,29.96,62.879301000000005,32502.42798,671.8344780000001,5.118568890000001,0.88173813,6372.982598,8565.840351,4715.075269,11365.506028,15311.407511
2020-03-30,10.57,11.78,10.39,15.06,18.66,8.9,22.38,9.32,8.6,17.36,5.59,5.4,14.25,20.4,13.31,3.4,19.74,28.56,33.99,31.2,63.154176,33192.2976,686.33424,5.2143744,0.88862496,6398.169202,8583.852021,4715.750599,11369.735752,15389.934683
2020-03-31,10.04,11.43,9.99,14.54,18.71,8.2,22.91,9.54,8.69,17.37,5.75,5.37,13.64,19.24,14.0,3.34,19.59,26.17,35.79,32.29,65.31773000000001,33374.4975,691.4831560000001,5.2228161,0.9035185600000001,6418.247525,8539.534473,4716.390507,11375.298345,15420.822847
2020-04-01,9.85,11.03,9.57,13.9,18.11,7.4,21.27,9.44,8.55,16.2,5.47,5.06,12.65,20.59,14.07,3.3,19.5,23.58,37.38,32.4,66.718603,34847.47805,712.1200379999999,5.27134706,0.9186274999999999,6415.21249,8449.053942,4717.058495,11376.143912,15350.92404
2020-04-02,10.1,11.72,9.68,13.98,17.68,7.87,21.59,9.25,8.55,16.03,5.74,5.13,12.71,19.77,15.28,3.9,20.28,26.01,39.9,31.96,68.397966,35725.06665,742.2912900000001,5.26643325,0.9371887200000001,6433.712857,8390.551497,4717.637333,11379.796114,15369.883925
2020-04-03,9.6,11.42,9.14,13.46,17.53,7.97,20.8,8.48,8.09,15.68,5.33,4.97,12.22,19.3,15.17,4.17,20.57,23.19,39.8,30.25,71.484016,36041.10654,755.183684,5.3639765,0.9604326999999999,6432.777405,8252.501635,4718.26226,11383.191305,15293.356699
2020-04-06,9.99,11.85,9.98,14.74,17.79,8.74,20.73,8.86,8.18,16.59,5.55,5.33,13.11,19.95,15.99,5.14,20.69,27.86,40.02,32.22,80.298897,38760.73749,904.2744779999999,5.297401229999999,1.04721603,6429.150198,8317.33165,4718.807443,11379.210886,15333.846623
2020-04-07,10.45,12.26,10.45,15.29,18.81,9.43,21.4,8.75,8.54,16.27,5.9,5.49,13.6,18.78,16.4,5.5,19.55,29.07,37.19,32.7,77.01565,37516.80328,860.016794,5.22766568,1.00720806,6443.914529,8350.035853,4719.295506,11384.163559,15384.023314
2020-04-08,10.37,12.52,10.65,15.7,19.2,9.84,23.03,9.34,8.4,17.29,6.32,5.71,14.3,18.31,17.33,5.6,19.32,31.74,37.08,32.5,77.310597,37713.63596,886.3309,5.1330342700000005,1.0343942700000002,6457.636573,8395.119896,4719.950092,11386.306698,15441.150995
2020-04-09,10.19,12.42,10.62,15.69,19.41,10.29,24.25,9.63,8.57,18.09,6.12,5.66,13.9,17.97,16.69,4.94,19.41,30.0,34.58,32.33,76.65607,37224.923,866.5557600000001,5.116192600000001,1.0127181,6475.439117,8473.496469,4720.459929,11390.094891,15520.890627
